# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.failedExecutionTimeUs,1757675463327000000,1757675523214000000,145920
NonBlockingReadAction.finalizedExecutionsCount,1757675463327000000,1757675523214000000,26
AWTEventQueue.dispatchTimeTotalNS,1757675463327000000,1757675523214000000,7304755823
NonBlockingReadAction.failedExecutionsCount,1757675463327000000,1757675523214000000,1
NonBlockingReadAction.finalizedExecutionTimeUs,1757675463327000000,1757675523214000000,182555
FilePageCache.uncachedFileAccess,1757675463327000000,1757675523214000000,136
FilePageCache.maxCacheSizeInBytes,1757675463327000000,1757675523214000000,229654528
FilePageCacheLockFree.nativeBytesInUse,1757675463327000000,1757675523214000000,0
StorageLockContext.competingThreads.max,1757675463327000000,1757675523214000000,0
FilePageCacheLockFree.totalPagesAllocated,1757675463327000000,1757675523214000000,2
FilePageCacheLockFree.totalPagesRequestsMs,1757675463327000000,1757675523214000000,3
StorageLockContext.competingThreads.90P,1757675463327000000,1757675523214000000,0
FilePageCacheLockFree.totalBytesRequested,1757675463327000000,1757675523214000000,106496
FilePageCache.totalPageLoadsUs,1757675463327000000,1757675523214000000,57340
FilePageCacheLockFree.totalPagesReadMs,1757675463327000000,1757675523214000000,1
FilePageCacheLockFree.totalPagesReclaimed,1757675463327000000,1757675523214000000,2
FilePageCache.maxRegisteredFiles,1757675463327000000,1757675523214000000,544
FilePageCacheLockFree.totalHeapBytesAllocated,1757675463327000000,1757675523214000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1757675463327000000,1757675523214000000,0
DirectByteBufferAllocator.reclaimed,1757675463327000000,1757675523214000000,47
FilePageCache.pageLoads,1757675463327000000,1757675523214000000,224
FilePageCacheLockFree.housekeeperTurnsSkipped,1757675463327000000,1757675523214000000,46874
FilePageCacheLockFree.totalBytesWritten,1757675463327000000,1757675523214000000,0
FilePageCacheLockFree.totalPagesWritten,1757675463327000000,1757675523214000000,0
FilePageCache.pageHits,1757675463327000000,1757675523214000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1757675463327000000,1757675523214000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1757675463327000000,1757675523214000000,16384
FilePageCacheLockFree.totalBytesRead,1757675463327000000,1757675523214000000,2131
FilePageCache.totalPageDisposalsUs,1757675463327000000,1757675523214000000,1023
DirectByteBufferAllocator.hits,1757675463327000000,1757675523214000000,3
FilePageCache.pageLoadsAboveSizeThreshold,1757675463327000000,1757675523214000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1757675463327000000,1757675523214000000,16384
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1757675463327000000,1757675523214000000,41975808
FilePageCache.capacityInBytes,1757675463327000000,1757675523214000000,503316478
FileChannelInterruptsRetryer.totalRetriedAttempts,1757675463327000000,1757675523214000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1757675463327000000,1757675523214000000,122
FilePageCacheLockFree.heapBytesInUse,1757675463327000000,1757675523214000000,0
FilePageCache.disposedBuffers,1757675463327000000,1757675523214000000,224
DirectByteBufferAllocator.misses,1757675463327000000,1757675523214000000,223
FilePageCacheLockFree.totalClosedStoragesReclaimed,1757675463327000000,1757675523214000000,2
FilePageCacheLockFree.totalPagesHandedOver,1757675463327000000,1757675523214000000,0
FilePageCacheLockFree.totalPagesRequested,1757675463327000000,1757675523214000000,13
FilePageCache.pageFastCacheHits,1757675463327000000,1757675523214000000,6411
FilePageCacheLockFree.housekeeperTimeSpentMs,1757675463327000000,1757675523214000000,99
DirectByteBufferAllocator.disposed,1757675463327000000,1757675523214000000,179
StorageLockContext.competingThreads.avg,1757675463327000000,1757675523214000000,0.0
FilePageCacheLockFree.totalPagesWriteMs,1757675463327000000,1757675523214000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757675463327000000,1757675523214000000,41975808
workspaceModel.global.apply.state.to.project.ms,1757675463327000000,1757675523214000000,17
workspaceModel.mutableEntityStorage.entities.ms,1757675463327000000,1757675523214000000,0
jps.app.storage.content.writer.save.component.ms,1757675463327000000,1757675523214000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1757675463327000000,1757675523214000000,1
jps.global.get.libraries.ms,1757675463327000000,1757675523214000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1757675463327000000,1757675523214000000,0
jps.facet.change.listener.before.change.events.ms,1757675463327000000,1757675523214000000,0
workspaceModel.moduleBridge.update.option.ms,1757675463327000000,1757675523214000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1757675463327000000,1757675523214000000,0
workspaceModel.load.cache.metadata.from.file.ms,1757675463327000000,1757675523214000000,12
workspaceModel.mutableEntityStorage.has.same.entities.ms,1757675463327000000,1757675523214000000,0
jps.project.serializers.load.ms,1757675463327000000,1757675523214000000,10
jps.global.handle.before.change.events.ms,1757675463327000000,1757675523214000000,0
workspaceModel.global.updates.count,1757675463327000000,1757675523214000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1757675463327000000,1757675523214000000,2
jps.library.entities.serializer.load.entities.ms,1757675463327000000,1757675523214000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1757675463327000000,1757675523214000000,0
jps.load.initial.state.ms,1757675463327000000,1757675523214000000,4
workspaceModel.moduleManagerBridge.create.module.instance.ms,1757675463327000000,1757675523214000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1757675463327000000,1757675523214000000,150
jps.load.project.to.empty.storage.ms,1757675463327000000,1757675523214000000,30
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1757675463327000000,1757675523214000000,2
workspaceModel.mutableEntityStorage.collect.changes.ms,1757675463327000000,1757675523214000000,1
jps.save.changed.project.entities.ms,1757675463327000000,1757675523214000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1757675463327000000,1757675523214000000,0
jps.artifact.entities.serializer.save.entities.ms,1757675463327000000,1757675523214000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1757675463327000000,1757675523214000000,0
jps.global.handle.changed.events.ms,1757675463327000000,1757675523214000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1757675463327000000,1757675523214000000,22
jps.module.iml.entities.serializer.save.entities.ms,1757675463327000000,1757675523214000000,0
jps.global.initialize.library.bridges.ms,1757675463327000000,1757675523214000000,1
workspaceModel.mutableEntityStorage.add.diff.ms,1757675463327000000,1757675523214000000,3
workspaceModel.global.updates.ms,1757675463327000000,1757675523214000000,0
workspaceModel.sync.entities.ms,1757675463327000000,1757675523214000000,0
workspaceModel.orphan.listener.update.ms,1757675463327000000,1757675523214000000,1
jps.library.entities.serializer.save.entities.ms,1757675463327000000,1757675523214000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1757675463327000000,1757675523214000000,2
jps.global.get.library.ms,1757675463327000000,1757675523214000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1757675463327000000,1757675523214000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1757675463327000000,1757675523214000000,0
jps.project.serializers.save.ms,1757675463327000000,1757675523214000000,0
jps.save.global.entities.ms,1757675463327000000,1757675523214000000,1
jps.apply.loaded.storage.ms,1757675463327000000,1757675523214000000,7
jps.global.initialize.library.bridges.after.loading.ms,1757675463327000000,1757675523214000000,0
workspaceModel.moduleBridge.before.changed.ms,1757675463327000000,1757675523214000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1757675463327000000,1757675523214000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1757675463327000000,1757675523214000000,4
jps.facet.change.listener.init.bridge.ms,1757675463327000000,1757675523214000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1757675463327000000,1757675523214000000,1
jps.global.get.library.by.name.ms,1757675463327000000,1757675523214000000,0
jps.module.iml.entities.serializer.load.entities.ms,1757675463327000000,1757675523214000000,4
workspaceModel.moduleBridge.facet.initialization.ms,1757675463327000000,1757675523214000000,0
workspaceModel.load.cache.from.file.ms,1757675463327000000,1757675523214000000,67
jps.app.storage.content.reader.load.component.ms,1757675463327000000,1757675523214000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1757675463327000000,1757675523214000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1757675463327000000,1757675523214000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1757675463327000000,1757675523214000000,0
jps.storage.jps.conf.reader.load.component.ms,1757675463327000000,1757675523214000000,4
workspaceModel.delayed.project.synchronizer.sync.ms,1757675463327000000,1757675523214000000,38
workspaceModel.save.cache.to.file.ms,1757675463327000000,1757675523214000000,20
jps.artifact.entities.serializer.load.entities.ms,1757675463327000000,1757675523214000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1757675463327000000,1757675523214000000,4
jps.facet.change.listener.process.change.events.ms,1757675463327000000,1757675523214000000,0
jps.reload.project.entities.ms,1757675463327000000,1757675523214000000,0
workspaceModel.update.unloaded.entities.ms,1757675463327000000,1757675523214000000,0
workspaceModel.updates.ms,1757675463327000000,1757675523214000000,27
workspaceModel.init.bridges.ms,1757675463327000000,1757675523214000000,1
workspaceModel.replace.project.model.ms,1757675463327000000,1757675523214000000,0
workspaceModel.loading.total.ms,1757675463327000000,1757675523214000000,74
workspaceModel.to.snapshot.ms,1757675463327000000,1757675523214000000,0
workspaceModel.loading.from.cache.ms,1757675463327000000,1757675523214000000,68
workspaceModel.collect.changes.ms,1757675463327000000,1757675523214000000,0
workspaceModel.check.recursive.update.ms,1757675463327000000,1757675523214000000,1
workspaceModel.initializing.ms,1757675463327000000,1757675523214000000,1
workspaceModel.updates.count,1757675463327000000,1757675523214000000,3
workspaceModel.updates.precise.ms,1757675463327000000,1757675523214000000,9
workspaceModel.pre.handlers.ms,1757675463327000000,1757675523214000000,0
Indexes.stubs.lookupDurationMaxMs,1757675463327000000,1757675523214000000,0.0
Indexes.entries.lookupDuration90PMs,1757675463327000000,1757675523214000000,0.0
Indexes.entries.lookupDurationMaxMs,1757675463327000000,1757675523214000000,0.0
Indexes.allKeys.lookups,1757675463327000000,1757675523214000000,0.0
Indexes.allKeys.lookupDuration90PMs,1757675463327000000,1757675523214000000,0.0
Indexes.entries.lookupDurationAvgMs,1757675463327000000,1757675523214000000,0.0
Indexes.entries.lookups,1757675463327000000,1757675523214000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1757675463327000000,1757675523214000000,0.0
Indexes.stubs.lookupDuration90PMs,1757675463327000000,1757675523214000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1757675463327000000,1757675523214000000,0.0
Indexes.stubs.lookupDurationAvgMs,1757675463327000000,1757675523214000000,0.0
Indexes.stubs.lookups,1757675463327000000,1757675523214000000,0.0
